,master_metadata_track_name,master_metadata_album_album_name,spotify_track_uri,master_metadata_album_artist_name
9349,Dodgin' the Snakes,Rubba Band Business,spotify:track:2E97xvE0tq7YUhWvVMFtSn,Juicy J
9353,Drop a Bag (feat. G-O-D),Rubba Band Business,spotify:track:5kM9PMB75zRObwhqbPlx51,Juicy J
9354,Too Many (feat. Wiz Khalifa & Denzel Curry),Rubba Band Business,spotify:track:6AvsW8hTIaRdjHZV4fTvrv,Juicy J
9355,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),Rubba Band Business,spotify:track:5HmhfuQOiPFowUEjN6ytZk,Juicy J
9356,Only One Up,Rubba Band Business,spotify:track:0FLshMVL0AgFau04ndCbqp,Juicy J
9358,Learn How to Watch (feat. Mac Miller & MadeinTYO),Battered Bruised & Bloody,spotify:track:5tErNrwK58SgLMjZXJ5fdY,Carnage
9402,Intro,KOD,spotify:track:52Hq1nvCDDZ17dhgGWLnCI,J. Cole
9403,KOD,KOD,spotify:track:7yotKA30dwTKNEGomV9ZsI,J. Cole
9416,Flood Watch (feat. Offset),Rubba Band Business,spotify:track:0v6aKePyQsXEbvW8V3mxGv,Juicy J
9419,Pushergene,Freetracks Compilation,spotify:track:1cdZZd6ncpQX881xs1FoG0,Kollegah
9420,Ave Maria,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:79Mq0dtAFw8rrtX2YzpX8m,Kollegah
9421,Gamechanger,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:38mMsXOsHVkL90rPeVOpiv,Kollegah
9422,Rap wieder Rap,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:03JtMLZvxYhhRmmkMPukaN,Kollegah
9423,Studiogangster,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:2FJdYsK16iQQL8xJzJI82j,Kollegah
9424,Wenn der Gegner am Boden liegt,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:0mvEvEA2YXhaoSfq6FuHqb,Kollegah
9425,Es wird Zeit,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:3oORX0ws0Hb1yEZ17MVeh6,Kollegah
9426,Düsseldorfer,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:4MoHr7BE9SsxuH7KQJ3fOl,Kollegah
9427,Jagdsaison,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:0gBigh5cCVDR4gC7LUNLSc,Kollegah
9428,Jung Brutal Gutaussehend 2017,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:1CuFu9pjpJSGyvBXN3k7yS,Kollegah
9429,Frontload,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:6XFlbgJ98mYQ0mMSJwB9dn,Kollegah
9430,Warlordz,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:4BOmCcEF3rdAinL5TpmU1W,Kollegah
9434,Die letzte Gangsterrapcrew,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:0Psf05Kc1VUnAJp2MJbkOY,Kollegah
9435,Massephase,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:6um1ONQzF3Qr7gKkH5hQ2K,Kollegah
9436,Eines Tages,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:1p1V1Gqrp1qlmcq3WjdMWB,Kollegah
9437,In jeder deutschen Großstadt,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:4sgO6xcuNwYwg6VCqBZwCY,Kollegah
9438,Älter brutaler skrupelloser (Outro),Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:64e7dahu9ACIebsqiZBYwP,Kollegah
9439,Die JBG3 Weihnachtsgeschichte,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:1WkW9nPXr0i9uVD4mCkVlr,Kollegah
9446,BRACKETS,KOD,spotify:track:5sWbwccBcyHsg5LEKWGZo9,J. Cole
9447,Once an Addict - Interlude,KOD,spotify:track:0Px86mRlxdB3YqpK6KXWlr,J. Cole
9448,FRIENDS (feat. kiLL edward),KOD,spotify:track:6onwlDmIVKE8bBgyBRSuS0,J. Cole
9449,Window Pain - Outro,KOD,spotify:track:5Lgqu1th1KqlG97OF2gWGe,J. Cole
9501,Empire Business,Zuhältertape,spotify:track:6ZFGBQ9DIsyGkD8xiESGiv,Kollegah
9502,Blutdiamanten,Zuhältertape,spotify:track:3luwBVQH7D4Mu1AQYpGJDy,Kollegah
9503,Kool & The Gang,Zuhältertape,spotify:track:3NHqyCWMRSduNBmlwn7szV,Kollegah
9505,Schusswaffengeräusche,Zuhältertape,spotify:track:2muklXjyBdWneGIOX7Bny5,Kollegah
9506,Bye Bye Mr. President,Zuhältertape,spotify:track:3sfA2q12BkIpvD7hAUEdzp,Kollegah
9507,Hoodtales IV,Zuhältertape,spotify:track:1PD6XOx4oV3mgWEJXMaVRg,Kollegah
9508,Kalter Krieg,Zuhältertape,spotify:track:3P3VmSnjPX9MBxszzG86gy,Kollegah
9509,V.I.P.I.M.P.,Zuhältertape,spotify:track:0kNCrcjni65ht7kgGT8Im3,Kollegah
9510,Wall Street,Zuhältertape,spotify:track:7K2bxLwKYPyVfSi8O8iHaV,Kollegah
9519,Nebel,Zuhältertape,spotify:track:7y9s9CixbtbkoTleNM1pjh,Kollegah
9520,Mörder,Zuhältertape,spotify:track:5459UhhgD2H3NJ8zDYu5yS,Kollegah
9521,Carpe Diem,Zuhältertape,spotify:track:29Ft1xuQoyg7kTZ1EISMES,Kollegah
9522,Tropische Tierpelze,Zuhältertape,spotify:track:5ytQbSk9w8uIItmCk3jtHH,Kollegah
9524,Weisser Testarossa,Zuhältertape,spotify:track:0dvP4iBfjsc6lcgGW8H39t,Kollegah
9525,Winter,Zuhältertape,spotify:track:0ZJtjCg7akMEc76BQNNpwE,Kollegah
9526,Angeberprollrap Infinity - Outro,Zuhältertape,spotify:track:1scpIOSTTYsv359RFhKshF,Kollegah
9587,Chartbreaker,Soldiers Edition,spotify:track:0WV2XqYZIGDz2NlluyZQEs,Moneyrain
9591,Weiße Tapete / Minimum,Im Westen nix Neues,spotify:track:1rNeKiC1N4U8J4MN5N31d6,Prinz Pi
9594,Genozid - Bonus Track,Zuhältertape,spotify:track:3RGK6awehJzMdgeGk4JPbC,Kollegah
9595,Zwick mich,Sean Gyle,spotify:track:01jPzngE2pOoJtUGXlYDRE,Musiye
9598,Direction,Direction,spotify:track:4kbM508HSNS3E9afSXxSTG,YONII
9599,C'est la vie,C'est la vie,spotify:track:1PkleKHmpfu9b2YE1Vj5JN,Delil
9600,One Night Stand,Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:5rbXOUQCaYcSnW5EOgfVaD,Kollegah
9601,Sturmmaske auf (Intro),Jung Brutal Gutaussehend 3 (New Year Edition),spotify:track:6ASdG9IHS2RwMDij35edA5,Kollegah
9603,Helal Money Gang (feat. Farid Bang),Babylon,spotify:track:1bTbEfWHJ7wWhzWkAJWKhD,Play69
9607,Aktiv,Aktiv,spotify:track:7seYhrhWuxMRlrF99nDWNU,Neo Unleashed
9608,100 Bars,Blut,spotify:track:3DJsBrfsbGcLMqRdxXIARN,Farid Bang
9609,Rauch,Rauch,spotify:track:0Ojw9qoMZoHSyp7oHZ70Bx,Deamon
9611,Vollautomatik,Vollautomatik,spotify:track:2Yut2yUq2i4yIZ2b32DglP,Krickz
9612,Die Besten sterben jung,Alter Ego II,spotify:track:29cwoK0paQAuzjybcdgvYz,Fard
9613,Intro,Zuhältertape,spotify:track:5LPNKY25qhJcbuK0Ltt31f,Kollegah
9616,God Of Battle,God Of Battle,spotify:track:5qU0x03ydRzPiyXfC6i1ZJ,SpongeBOZZ
9626,Tamam Tamam,Tamam Tamam,spotify:track:0Ch40WfKG9UfWmyPVEWxow,Summer Cem
9627,Maserati,Maserati,spotify:track:6Ey4u2VsUbBz52l2cPvuxa,RAF Camora
9628,Oh Oh Oh (feat. Olexesh),Oh Oh Oh (feat. Olexesh),spotify:track:4K4tzIXjUYXHABmJjZvKET,Omik K
9632,Normale Leute - Instrumental,Royal Bunker,spotify:track:0NuQYakwSbFn4SxJO9pBt7,Kool Savas
9633,Neue Welt - Instrumental,Royal Bunker,spotify:track:4Dyp5Ju97Mi16aGQhftqpT,Kool Savas
9682,Meine Feinde feiern mich,Freetracks Compilation,spotify:track:07Jih59Ke5Tet9hSRCxoSl,Kollegah
9683,Bosstransformation,Freetracks Compilation,spotify:track:4D2DUZFFSk2wBCiBMOvuuk,Kollegah
9684,Ich bin King,Freetracks Compilation,spotify:track:6FC0xxkad6ouoPWPANp2zr,Kollegah
9685,Paranoia,Freetracks Compilation,spotify:track:1gICRawMwWuhv7P1fe0THu,Kollegah
9686,Armageddon,Freetracks Compilation,spotify:track:0bMRAdB6c69QQ9YIfGr4gd,Kollegah
9687,Nwo,Freetracks Compilation,spotify:track:6NMjPl6B4GmqYgWFSe0Q4H,Kollegah
9689,Imperator,Freetracks Compilation,spotify:track:5Hwhcn4NL5LWHWnN4c2T3u,Kollegah
9691,Ruhe vor dem Sturm,Freetracks Compilation,spotify:track:1CK89QLAmoMADhdqh57kAt,Kollegah
9694,Mosaikmuster,Freetracks Compilation,spotify:track:1e9VL6GzAmwf4LwdNjbLP4,Kollegah
9769,Neymar,Neymar,spotify:track:0d0d2CuQSQDF7Q7vNhwA3i,Capital Bra
9770,Was erlebt (feat. Bonez MC),Was erlebt,spotify:track:7g7aSJiEcQP8s3PTzqM4Fj,Gzuz
9772,Nike,Nike,spotify:track:2pakc4DqdwsBsCk7mDLfW8,RIN
9866,Lyrik Lounge Theme,Lyrik Lounge Compilation,spotify:track:3WJZpMUWya5RZUqcz8Hzj3,Kollegah
9867,Drugs in den Jeans,Bossaura,spotify:track:3MOuYLmyidMw9HpGeKaPYb,Kollegah
9868,Mondfinsternis,Bossaura,spotify:track:77jg9DZkP29HndQ0NDcb2n,Kollegah
9871,Aventador,Imperator,spotify:track:46GIUbDGTrJ4MDx2BpyFe3,Kollegah
9872,American Express (feat. Farid Bang),Imperator,spotify:track:2a9yoHHUk5dRdq5GU8KvU2,Kollegah
9873,Nero,Imperator,spotify:track:0KlOfCE4H3eldPqsKVLK3Z,Kollegah
9874,Cold Blooded,Imperator,spotify:track:6sNBvXEQ2gmLA7P9kKUSVJ,Kollegah
9875,24 Karat,Imperator,spotify:track:77NydtMB8mylSXby3y5aDG,Kollegah
9876,Rap Money (feat. Summer Cem),Imperator,spotify:track:3ijow3ARd1cddPNplcmZPq,Kollegah
9880,Zeit,Imperator,spotify:track:5qEiUAE7LC3i4QkT7hHkne,Kollegah
9881,Pharao,Imperator,spotify:track:5E1IQbUZxY7gyrNlwiEr7T,Kollegah
9883,Rapkoryphäe,Imperator,spotify:track:3XMFVQJkEqVcN30L5HmYdT,Kollegah
9884,Schwarze Rosen (feat. Ali As),Imperator,spotify:track:05IdIcaXYTUgaRBMGtKdJe,Kollegah
9910,James Bond,Imperator,spotify:track:7aBJrgibjgY4sGxlBvJPRM,Kollegah
9911,Fokus,Imperator,spotify:track:1QRZ0CxU9vjcB0uY3qVVb8,Kollegah
9912,Einer von Millionen (feat. Motrip),Imperator,spotify:track:0Z4AOIqWrH3pNwHGScZFuJ,Kollegah
9913,Siegerlächeln,Imperator,spotify:track:7phmVPRDRPb5CpDR7sBsSf,Kollegah
9927,Pharao - Instrumental,Imperator,spotify:track:1TFu7ETiSliLXFc5we1rdU,Kollegah
9928,Pythonleder (feat. KC Rebell) - Instrumental,Imperator,spotify:track:3KMTPSLhk6qG1dOPuCc2Uf,Kollegah
9947,Kaiseraura - Instrumental,Imperator,spotify:track:1xUQnW8Tpffv1E12nb8cBy,Kollegah
10025,Hardcore - Instrumental,Imperator,spotify:track:5Wy4xxdM4QN7vYznrK26gM,Kollegah
10026,Aventador - Instrumental,Imperator,spotify:track:1Au23ix9Z3n76py3xQ9BZJ,Kollegah
10027,Rap Money (feat. Summer Cem) - Instrumental,Imperator,spotify:track:29cYXku8TglyNGTDPhZrqz,Kollegah
10028,Cold Blooded - Instrumental,Imperator,spotify:track:2p1VCpBLjm7KuMD0pUSX2v,Kollegah
10029,American Express (feat. Farid Bang) - Instrumental,Imperator,spotify:track:1oPqWXwCu7zxl165pTABaq,Kollegah
10030,Nero - Instrumental,Imperator,spotify:track:11Gub3VbEFv9PFfEzDkewX,Kollegah
10031,24 Karat - Instrumental,Imperator,spotify:track:22Hwlsxm6q994GzZQWLmtu,Kollegah
10032,Assassine - Instrumental,Imperator,spotify:track:38cb3LDL0o8lOJRfIew49m,Kollegah
10034,Zeit - Instrumental,Imperator,spotify:track:4Gdt8iYOzu3lx4FhyEkKDX,Kollegah
10036,Fokus - Instrumental,Imperator,spotify:track:2EpMOlz6r0qpi1M0iwWjuG,Kollegah
10037,Schwarze Rosen (feat. Ali As) - Instrumental,Imperator,spotify:track:07yqFnDkP8bQFx1kTRN372,Kollegah
10038,James Bond - Instrumental,Imperator,spotify:track:3LIjvhQ1dWBGtL6bxzILF9,Kollegah
10039,Rapkoryphäe - Instrumental,Imperator,spotify:track:78vDdtyAv6vT8Bwz5w2ZJs,Kollegah
10040,Siegerlächeln - Instrumental,Imperator,spotify:track:6LjQgd9T83vt8BULpigpv1,Kollegah
10041,Einer von Millionen (feat. Motrip) - Instrumental,Imperator,spotify:track:4MFxPxu3uGkHOI14CvJWNn,Kollegah
10319,Intro - Instrumental,BLYAT,spotify:track:1LdhVTL4JPVnT3m1B1Oxxt,Capital Bra
10326,Das Leben ist so,BLYAT,spotify:track:4pqCienGuMIbOdsHaOpf7V,Capital Bra
10328,Wer hoch fliegt fällt tief,BLYAT,spotify:track:1KGey3jF7EMxwbG1KofMz2,Capital Bra
10329,Na Na Na,BLYAT,spotify:track:3xZAsF5FS5WgT4UDFXYJxx,Capital Bra
10333,Wie alles begann,BLYAT,spotify:track:0h0DsdS7Fpzq1dTopmPNpb,Capital Bra
10334,Intro,BLYAT,spotify:track:5XL8t0sfvBdwdH7RrHQMtv,Capital Bra
10487,Umsatzfixiert,BLYAT,spotify:track:137VK6DhNh2f6qhx1CaQ4g,Capital Bra
10488,Komm Kolleg,BLYAT,spotify:track:4sbVf9Le6JYtTWPdwcBamA,Capital Bra
10489,Mademoiselle - Remix,BLYAT,spotify:track:2n3Xc0yMZMLXCKG7QobKmG,Capital Bra
10491,20 Zuhälterbars,Freetracks Compilation,spotify:track:6SEZDiDuaqua1Nr51LUiOz,Kollegah
